game_id,title,positive_rate
914620,Mist Survival,0.783676703645008
914690,Hentai Shooter 3D,0.8275862068965517
913850,103,0.9166666666666666
913890,Plastic Soldiers,0.6727272727272727
914000,Tiny Battle Simulator,0.9090909090909091
914140,Hentai Dojo,0.6176470588235294
914170,Duck Life: Battle,0.5333333333333333
914240,Atomic Rancher,0.5625
913590,Dimension Drifter,0.8461538461538461
913090,Rogue Party,0.9615384615384616
913340,Pro Strategy Football 2019,0.8
912110,Ashley Clark: The Secrets of the Ancient Temple,0.6842105263157895
912370,Mahjong Club,0.9411764705882353
911520,One More Roll,0.9411764705882353
910880,Mad Tower Tycoon,0.85
909570,Spuds Unearthed,0.8571428571428571
909080,Cube Escape: Paradox,0.9655172413793104
908520,fpsVR,1.0
907440,Keyhole Spy: Teachers,0.7142857142857143
907470,Iris.Fall,0.9285714285714286
907680,Opai Puzzle,0.5833333333333334
907770,STONE,0.7
907090,Cursed Armor     ,0.7142857142857143
907210,Phantom Thief Celianna,0.6
907270,eSports Legend       ,0.7868852459016393
906590,Dabwoman: When The Dab Isn t sexist,0.875
906000,Keyhole Spy: Student Girls,0.5384615384615384
906050,Hentai Case Opening,0.6222222222222222
906110,Minotaur Arcade Volume 1,1.0
906120,POLYBIUS,0.9574468085106383
905940,    ,0.5
904310,Initial 2 : New Stage,0.7222222222222222
904440,Type Defense,0.9230769230769231
904540,Indiana Jones  and the Infernal Machine ,0.75
903830,Cash Rush,0.7857142857142857
904130,Defense: Abominations,1.0
900790,Bunny Minesweeper,0.9
900270,Lonk's Adventure,1.0
899960,The Greater Good,0.9230769230769231
899970,NEKOPARA Extra,0.9753846153846154
900050,Amber's Airline   High Hopes,0.9
899180,Voronium   Locust Sols,0.9090909090909091
899270,BlamBox,1.0
899480,Girls Dance,0.6666666666666666
898650,The Shapeshifting Detective,0.9318181818181818
898780,Escape Game,1.0
898450,UBERMOSH:SANTICIDE,0.9767441860465116
897690,Ding Dong VR,1.0
897800,Arcane Golf,0.9166666666666666
897820,Reigns: Game of Thrones,0.7523809523809524
898000,Uventa,0.5263157894736842
897440,Leviathan  A Survival RPG ,0.7
897030,Paratopic,0.8238636363636364
897040,Nazi Bunker,0.6923076923076923
896340,To Leave,0.9333333333333333
896460,Lucah: Born of a Dream,1.0
895470,EW WE,0.8181818181818182
894460,Crimson Gray: Dusk and Dawn,0.9459459459459459
894270,Beware of Trains,0.6666666666666666
894390,Bernie s Nightmare,0.8181818181818182
893610,Into the Fray,1.0
893620,Azurael's Circle: Chapter 2,0.9
893790,Newfound Courage,1.0
893870,Trials of Ascension: Exile,0.7142857142857143
893330,Voxel Race,0.5909090909090909
893470,Salary Man Escape,1.0
892780,Sanguine Sanctum,0.7857142857142857
893010,Slave's Sword,0.6521739130434783
893030,Music Racer,0.8652173913043478
892650,Play With Kizami,0.75
891510,Love's Sweet Garnish,1.0
890750,Lily's Night Off,1.0
890970,Oakwood,0.8048780487804879
890570,Almost Alive,0.927710843373494
890180,Ecchi Cards,0.5
890220,Math Fun,1.0
889510,SENRAN KAGURA Burst Re:Newal,0.7792207792207793
889520,Empire,0.9
889770,UnHolY DisAsTeR,0.9
889040,FPV Air 2,0.8163265306122449
889080,Deity Empires,0.9565217391304348
889170,Battle Royale Builder,0.9444444444444444
889400,StickyBots,1.0
889480,Virtual Virtual Reality,0.9753694581280788
888790,Sabbat of the Witch,0.9880952380952381
888630,Another Sight,0.96
888010,Tango: The Adventure Game,0.6666666666666666
888040,Metal Fatigue,0.9538461538461539
888260,Dabman: When the Haters Dab Back,0.9358974358974359
887510,Galencia,1.0
887530,President Yukino,0.8571428571428571
887730,Horde: Zombie Outbreak,0.8823529411764706
886960,Dragon Spear,0.826530612244898
887060,Asterix   Obelix XXL 2,0.8333333333333334
887340,Owl Watch,0.72
886040,Hentai Temple,0.8152173913043478
886370,Multicellular,0.6111111111111112
885780,Legion's Crawl,0.7692307692307693
885810,The Witch's House MV,1.0
885940,Meritocracy of the Oni   Blade,0.9285714285714286
885440,Easy Audio Visualization,0.7058823529411765
884960,Rolling in the Reef,1.0
885000,Synth Riders,0.9285714285714286
885120,Werewolves: Haven Rising,0.8695652173913043
885150,Capcom Beat 'Em Up Bundle                       ,0.7575757575757576
885190,Mahjong Pretty Manga Girls,0.6363636363636364
884320,Love Vibe: Aria,0.5
884640,Mines and Magic,0.6666666666666666
884200,PUGNite,0.6666666666666666
884260,Akane,0.975
882960,Visitor    ,0.75
883070,Viviette,0.8095238095238095
883100,360 No Scope Arena,0.8896551724137931
883130,New Star Manager,0.8571428571428571
883220,Fugue in Void,0.6944444444444444
882640,Ashley Clark: Secret of the Ruby,0.8
882710,      TouHou Makuka Sai   Fantastic Danmaku Festival,0.9152542372881356
882790,     Fate Seeker,0.9753086419753086
882040,The Outpost Nine,1.0
882140,Reentry   An Orbital Simulator,0.9411764705882353
882310,Accurate Segmentation,1.0
881680,Mouse Enhancer Pro,0.782608695652174
881690,The Slater,0.7592592592592593
881920,Depression The Game,0.7903225806451613
881130,Synthwave Dream '85,1.0
880610,Lets Beats,0.9565217391304348
880830,Cavesweeper,1.0
880260,HenTris,0.5263157894736842
880400,Lingering Fragrance,0.9666666666666667
880490,                 Happy Stealing with Kirisame Marisa,0.9354838709677419
880510,Girl and Goblin,0.9035087719298246
880130,Lawless Lands,0.9090909090909091
879670,Battle Simulator,0.5384615384615384
879290,MultiTaskMaster,1.0
879420,Agony UNRATED,0.7493112947658402
879470,Idle Hunter,0.7619047619047619
879510,Lucy Got Problems,0.9690721649484536
878750,Hentai Girl,0.9
878950, dive,0.9166666666666666
878580,GARAGE: Bad Trip,0.95
877760,Thick Light,1.0
877840,Pixel Hentai Mosaic,0.8636363636363636
878020,It's You: A Breakup Story,0.8636363636363636
877360,18 ,0.75
877370,CLICKER ACHIEVEMENTS   THE IMPOSSIBLE CHALLENGE,0.7857142857142857
875940,Sexy Furry Puzzle,0.5333333333333333
876320,Hyperspace Delivery Service,1.0
875760,Furious Seas,0.9148936170212766
875110,InfiniPicross 2.0,1.0
875240,Tree.Bonsai,0.8125
875430,Hentai Words,0.6
874230,Antirocketh,0.75
874460,Achtung  Cthulhu Tactics,0.6521739130434783
874010,aMAZE Classic: Inverted,0.8181818181818182
873410,The Basilisk,0.8181818181818182
873610,mr.Vegan,0.8666666666666667
873070,NEO NEO,1.0
873150,SharpShooter3D,0.7619047619047619
873190,              ,1.0
873200,Teleportals. I swear it's a nice game,0.9848484848484849
873220,SurvivalZ Battlegrounds,0.6595744680851063
873240,Hentai Memory,0.8963414634146342
872680,Z Dawn,0.6190476190476191
871930,Gladiabots,0.9328358208955224
871950,DERE EVIL .EXE,0.863013698630137
871990,BattleRush 2,0.6422764227642277
871200,FIGHTING EX LAYER,0.8888888888888888
870290,The Miskatonic,0.8740157480314961
870420,Movavi Video Editor Plus,0.87248322147651
870080,Running Through Russia 2,0.9166666666666666
870200,SimpleRockets 2,0.8852459016393442
868980,DEEP SPACE WAIFU: NEKOMIMI,0.963855421686747
868500,Qybe,1.0
868520,killer7,0.97
868570,Prototype Mansion   Used No Cover,0.8571428571428571
868580,Arkhangel: The House of the Seven Stars,0.8461538461538461
868780,I  Cyborg,0.9285714285714286
868230,Mushroom Quest,0.8
868360,Project Hospital,0.7930174563591023
868380,Sexbot Quality Assurance Simulator,0.5957446808510638
867700,The Wilting Amaranth,0.8125
868060,Immortal Darkness: Curse of The Pale King,0.9090909090909091
867180,Tilesweeper,0.8333333333333334
867380,Up Left Out,0.8888888888888888
867420,Andor   the Cards of Wonder,0.6363636363636364
867490,Remyadry,0.7727272727272727
867610,Shadow Council: The Puppeteers,0.6
867120,Lilipalace,0.7272727272727273
866400,On The Western Front,0.8181818181818182
865270,LIBRARY,0.9795918367346939
865540,PLAYNE,0.9529411764705882
864970,NIGHTSTAR: Alliance,1.0
865090,AHEGAL,0.8807339449541285
864300,qop 3,0.92
864510,Scud Frenzy,0.9230769230769231
864520,ACHIEVEMENT CREATOR,0.8095238095238095
864550,Radiant One,0.8620689655172413
864100,Sagebrush,0.9285714285714286
863420,Melting World Online,0.5
863490,Bighead Runner,0.8333333333333334
863570,Super Seducer 2 : Advanced Seduction Tactics,0.8761904761904762
863590,Starcom: Nexus,0.975609756097561
863770,Underground Bone Marrow,0.8333333333333334
862920,Kitsune Kitchen,0.9285714285714286
862480,The Spiral Scouts,0.9431818181818182
862570,Ding Dong XL,0.9918032786885246
862580,OK NORMAL,0.7868852459016393
862770,KO Mech,0.9166666666666666
861760,Foto Flash 2,0.6071428571428571
861350,Gym Simulator,0.7777777777777778
860860,Suicide Guy: Sleepin' Deeply,0.875
860910,Hentai 3018,0.72
860950,Mark of the Ninja: Remastered,0.9745454545454545
860990,Chroma Shift,0.7
860440,Goat Life,0.6666666666666666
860520,Abstract Golfing,0.8823529411764706
860640,Lingotopia,0.6111111111111112
860650,Drizzlepath: Deja Vu,0.75
859990,Eggs 1942,0.9333333333333333
860090,Erotic Jigsaw Challenge Vol 1,0.75
859640,Along Together,1.0
859680,DEEP SPACE WAIFU: FANTASY,0.9757412398921833
859700,USA 2020,0.8333333333333334
859740,Don't Notice Me,0.7272727272727273
859340,Seeking Dawn,0.6122448979591837
858590,Last Tide,0.7163323782234957
858680,Black Paradox,0.9090909090909091
858760,Scalak,0.9777777777777777
858780,Rent a Vice,0.6153846153846154
858940,Flowers  Le volume sur ete ,0.9565217391304348
858250,Tainted Fate,0.8181818181818182
858360,The Initiate 2: The First Interviews,0.8947368421052632
857680,Catan VR,0.8214285714285714
857690,Lagoon Lounge : The Poisonous Fountain,0.9166666666666666
858050,The Rose of Segunda,1.0
857180,The Cooking Game VR,0.8333333333333334
857320,SRPG Studio,0.8421052631578947
857500,BLACK BIRD,1.0
857060,CCCP CALLS ,0.5833333333333334
857080,Escape from the Princess,0.7647058823529411
856320,The Road Trip,0.631578947368421
856540,Super Dangerous Dungeons,1.0
856130,Dark SASI,0.6428571428571429
855630,Zeliria Sanctuary,0.9333333333333333
855640,My Brother Rabbit,0.9811320754716981
855850,Space Elite Force,0.8823529411764706
855860,Superfighters Deluxe,0.8712871287128713
855190,The Subject,0.9285714285714286
854450,Arlo The Rabbit,1.0
854570,Pamali: Indonesian Folklore Horror,0.9130434782608695
853770,Maximum Action,0.9302325581395349
853860,aMAZE Classic,0.8888888888888888
853500,Quarantine Circular,0.9054726368159204
853550,Equilinox,0.9577114427860697
852910,sweet pool,0.8947368421052632
853200,Shred  2   Freeride Mountainbiking,0.9
853240,The Light Keeps Us Safe,0.918918918918919
852740,Away From Earth: Mars,0.6304347826086957
852770,THE DUST,0.6875
852790,The Adventure of Magical Girl,0.8461538461538461
851890,Gal Gun 2,0.925
851930,Battle Royale Tycoon,0.8
852110,RetroMaze,0.9491525423728814
852160,Jack the Barbarian,0.5
851670,LUMINES REMASTERED,0.9436619718309859
851730,Sandmade,1.0
851790,AstronTycoon,0.9166666666666666
851820,Boxes Inc.,0.6666666666666666
851100,Touhou Luna Nights,0.9682539682539683
851180,Blood Harvest 3,0.75
850630,Starting the Game,0.8260869565217391
851030,Mega Milk Story,0.75
850450,Escape First,0.6065573770491803
850000,Noel The Mortal Fate S1 7,0.8108108108108109
850040,Puzzgun,1.0
849670,Oval,0.9333333333333333
849680,TimeTekker,1.0
849790,Firmament Wars,0.7142857142857143
848930,Rising Dusk,0.9375
848310,Bitcoin Trading Master,0.6111111111111112
848410,Detached: Non VR Edition,0.75
847950,Yakuza Kiss,0.8947368421052632
848200,Azuran Tales: Trials,1.0
848280,Viki Spotter: Space Mission,1.0
848300,GROW: Wild West,0.8333333333333334
847290,Community College Hero: Knowledge is Power,0.8888888888888888
847360,Super Lucky's Tale,0.8979591836734694
846710,De'Vine World of Shadows,0.7692307692307693
846800,Diner Bros,0.8214285714285714
846880,The Chronicles of Quiver Dick,0.9473684210526315
846080,Where Thoughts Go: Prologue,0.9
846110,The friends of Ringo Ishikawa,0.891566265060241
846200,Bastard,0.6
846440,ATTACK OF THE KILLER FURRIES,0.6785714285714286
846470,Moss,0.9174603174603174
845840,Laser Maze,1.0
845880,Touhou: Scarlet Curiosity,0.9365079365079365
845900,Awake Episode One,0.7692307692307693
845270,Mirror Drop,0.9629629629629629
845380,Instinct,0.8
844850,Tower Hunter: Erza's Trial,0.7352941176470589
844930,Fox Hime Zero,0.907608695652174
845040,AegisM,0.9285714285714286
845060,Simple Golfing,0.8666666666666667
844130,Future Proof,1.0
844180,Slab,0.9090909090909091
844210,Titty Crush,0.6111111111111112
844330,The Goatman,0.5454545454545454
844420,Demon's Rise   Lords of Chaos,0.8620689655172413
843730,Infected Battlegrounds,0.6818181818181818
843860,When They Arrived,0.6363636363636364
843890,WIN THE GAME: DO IT ,0.6
843900,Demon's Rise   War for the Deep,0.8666666666666667
844040,RUSH,0.8157894736842105
843430,Righty Tighty XL,0.8837209302325582
843440,Pivot XL,0.9387755102040817
843510,Colony Prospector,0.8181818181818182
843640,WEscape,0.8181818181818182
842910,The MISSING: J.J. Macfield and the Island of Memories,0.9285714285714286
843010,Orb Labs  Inc.,0.9
843170,I L L U S I O N,1.0
843210,You're Fired,0.5454545454545454
842750,Galaxy Champions TV,0.8461538461538461
842780,NavalArt,0.9
842250,GM Forge   Virtual Tabletop,0.5666666666666667
841770,Siralim 3,0.9526462395543176
842170,Hyperspace Dogfights,0.85
841350,NALOGI 2,0.7272727272727273
841460,The Great C,0.8941176470588236
841600,Aura of Worlds,0.96875
840930,Bing Bong XL,0.926829268292683
841120,Wheelchair Simulator VR,0.8181818181818182
840610,Fortune 499,1.0
840720,Sword Art Online: Lost Song,0.7037037037037037
839930,My Car,0.7428571428571429
839940,Silverworld,1.0
839960,The Technician,1.0
840310,SLICE,0.9
839570,What Are You Stupid,0.7692307692307693
839630,Survisland,0.5964912280701754
838990,Endhall,0.8125
839310,Signal Simulator,0.7777777777777778
838620,Slappy Ass,1.0
838310,Bloodstained: Curse of the Moon,0.9416167664670658
838330,Warlords Awakening,0.6511627906976745
837850,Photonic Distress,0.9166666666666666
838180,MechCorp,0.84
837510,Pixel Game Maker MV,0.6206896551724138
837590,Operation Thunderstorm,0.6666666666666666
837610,Mary Skelter: Nightmares,0.8558558558558559
837190,TANGLEWOOD,0.9047619047619048
837200,NetHack: Legacy,0.6666666666666666
836450,Heaven Will Be Mine,0.9574468085106383
836490,          Blacktea With Moon,0.9230769230769231
836760,Sorcery Saga: Curse of the Great Curry God,0.7931034482758621
836350,Heartbreak High: A Break Up Simulator,0.8571428571428571
836080,BARRAGE,0.9
836110,Time Tenshi Paradox: Episode 2,0.6666666666666666
835430,La Mulana 2,0.8507462686567164
835110,America's Retribution,0.92
834750,Crucible Falls: Together Forever,0.5909090909090909
834340,The Hardest Dungeon,0.75
833910,Overchunked,0.8823529411764706
833990,Stonewall Penitentiary,0.9285714285714286
834060,Goblin Walker,0.6428571428571429
833360,Star Valor,0.9014084507042254
833400,Corral,0.7333333333333333
833040,Hiveswap Friendsim,0.9384885764499121
833140,Supaplex,0.8333333333333334
832710,The 7th Circle,0.8333333333333334
832720,Dungeon Brewmaster,0.76
831560,WARRIORS OROCHI 4     OROCHI ,0.8523206751054853
831570,Isoland,1.0
831720,EMMA The Story,1.0
831070,The Cabinets of Doctor Arcana,0.7272727272727273
831090,OS:Path,0.9444444444444444
831120,Space Pilgrim Academy: Year 2,0.8571428571428571
830980,Doodle Date,0.717391304347826
830590,Holy Potatoes  A Spy Story  ,0.8333333333333334
830640,DayZ Tools,0.8461538461538461
830710,The Eerie Inn,0.8571428571428571
829560,Katie,0.8666666666666667
829260,Morning Never Comes,0.8333333333333334
828890,My Golf,0.7142857142857143
828950,Howlville: The Dark Past,0.8181818181818182
828960,Blonde Driver,0.5
829050,Super Lula Escape From Prison,0.9444444444444444
828660,War Of The Zombie,0.8421052631578947
828240,HOST,1.0
827640,Trash Story,0.8461538461538461
827420,Coin Pusher,0.7
827290,Secret Little Haven,0.9672131147540983
826600,I m not a Monster,0.8666666666666667
826000,Masked Forces 3,0.5263157894736842
826010,JQ: chemistry,0.8181818181818182
826130,Pilferer,0.8
825550,BlueberryNOVA,0.5714285714285714
825930,Royal Battleships,0.6666666666666666
825300,To Trust an Incubus,0.8571428571428571
824720,Pure Rock Crawling,0.8648648648648649
824190,Achievement Clicker 2019,0.7272727272727273
824070,Objects in Space,0.7709923664122137
823530,Aesthetic Arena,0.8095238095238095
823700,AUTOCROSS MADNESS,0.625
822830,Ouroboros,1.0
822930,Wolf Tails,0.9585062240663901
822540,Escape From Tethys,0.7727272727272727
822650,Typical Nightmare,0.5172413793103449
822760,Fureraba  Friend to Lover ,0.9824561403508771
821890,Steven Universe: Save the Light,0.8456375838926175
822190,Little Bug,1.0
821370,MLB Home Run Derby VR,0.6
821640,Floor Kids,0.9285714285714286
821790,Who Am I: The Tale of Dorothy,0.85
820900,Ceress and Orea,0.9090909090909091
820910,Last Resort Island,1.0
821060,Desktop Mascot Engine,0.6790123456790124
821230,Drink 'Em,1.0
821320,SPAGHET,0.90625
820510,Camp W,0.9
820610,Ages of Mages : The last keeper,0.875
820620,Spooky Ghosts Dot Com,0.7
820730,Adventure of a Lifetime,0.9459459459459459
820030,Picross Fairytale   nonogram: Red Riding Hood secret,0.7272727272727273
820240,Save One More,0.6875
819630,Basketball Classics,0.9583333333333334
819650,Bitcoin,0.5263157894736842
819740,Deadly Delivery,0.6363636363636364
819230,Gothicc Breaker,0.9354838709677419
819480,Pizza Titan Ultra,0.9473684210526315
818760,Woodways,1.0
818940,Oakwood Academy of Spells and Sorcery,0.8636363636363636
819040,Ashi: Lake of Light,1.0
818290,Tiny Mage,0.8
818320,LEGO  The Incredibles,0.7857142857142857
818500,Colorzzle,1.0
818570,Zombie Desperation,0.9375
818610,The Great Gaias,0.9117647058823529
817860,Perceptions of the Dead 2,1.0
818050,Wormster Dash,1.0
817230,Acid Spy,0.9285714285714286
817510,Golfing Over It with Alva Majo,0.6057142857142858
816830,Varius,1.0
817190,Next 3,0.9375
816260,Store Simulator 2018,0.8333333333333334
816270,Sounds of Verity,0.8571428571428571
816490,Hidden Paws,0.9807692307692307
816710,Gray Cat,0.6363636363636364
1010240,Changeling,1.0
1007480,Manipulator of Figure,0.9285714285714286
1005930,Timeflow,0.5833333333333334
1004210,Pandamonia,1.0
1002300,Fear   Hunger,0.9
1000830,Gachi Finder 3000,0.9655172413793104
1000350,Boarding College,0.7272727272727273
999640,Cube Defense,0.7
955560,Evenicle,0.9037037037037037
955060,The Watson Scott Test,0.6080402010050251
955320,Dark Fantasy: Jigsaw Puzzle,0.8333333333333334
955400,Bonds,0.9166666666666666
954150,Nowhere Girl,1.0
953840,Apollo 11 VR HD,0.896551724137931
953990,Heart of the Kingdom: Rebellion,0.8
953230,Quiver Dick's Terrible Tale For Terrible Parents To Read To Their Equally Terrible Children,0.9622641509433962
951740,Nice Shot  The Gun Golfing Game,0.8181818181818182
951260,Shieldwall Chronicles: Swords of the North,0.8378378378378378
950210,SUFFER,0.8
950360,Quest room: Hanon,0.6470588235294118
949790,Rogue Bit,1.0
950140,Hiding Spot,0.9285714285714286
949580,Accurate Segmentation 2,0.9375
948630,Hentai MineSweeper,0.8482758620689655
948320,Dragon Simulator Multiplayer,0.6538461538461539
947600,Eroico,0.9339622641509434
948060,Evalina,0.6666666666666666
946610,Pocket Rogues,0.9230769230769231
946660,Loria,0.9024390243902439
946800,Hentai 2 2 4,0.6153846153846154
946490,Away From Earth: Mars 2,0.65
946560,Don't Forget Our Esports Dream,1.0
946010,Tasty Planet Forever,0.88
946090,Hentai Neighbors,0.8478260869565217
945360,Among Us,0.7647058823529411
945460,Zombie Builder Defense,0.8571428571428571
945140,dev me,0.8
944220,Gachi Heroes,0.9324324324324325
943380,Timberman VS,0.6842105263157895
943410,Istanbul: Digital Edition,1.0
942800,Hard Work,0.9285714285714286
942850,I Walk Among Zombies Vol. 1,0.9285714285714286
943130,Cattle Call: Hollywood Talent Manager,0.6585365853658537
942270,Kunoichi Tsubaki,1.0
941730,Firebase Defence,0.631578947368421
941490,Quixer,0.9090909090909091
941540,Candice DeB b 's Scandalous Secrets,1.0
940300,Escape Legacy : Ancient Scrolls,0.9166666666666666
972170,Echo Of Soul,0.68
971870,Lareena,0.55
971350,Robert Rodriguez s The Limit: An Immersive Cinema Experience,0.5526315789473685
971680,Montaro : RE,0.9770114942528736
969880,Terrible Beast from the East,0.6428571428571429
970190,Sierra Madre: The Wild West,0.6896551724137931
968790,DYNASTY WARRIORS 7: Xtreme Legends Definitive Edition,0.8775510204081632
968290,Deported 2: Build That Wall,1.0
967250,DOKA 2 KISHKI EDITION,0.8
966610,FPS Monitor,0.9
966680,Red Matter,1.0
965490,Propaganda Llama,1.0
965640,Horror Legends,0.8333333333333334
965830,Deported: Drain the Swamp,1.0
965310,The Settlers : Rise of an Empire   History Edition,0.6
963710,Lost in Vivo,0.9528301886792453
963930,Contractors VR,0.8353293413173652
964080,Endless Universe 2 PC Live Wallpaper,0.7
963330,Nya Nya Nya Girls                      ,0.8
963450,The Eternal Castle  REMASTERED ,0.8045977011494253
963690,Hentai Girl Betty,0.9318181818181818
963000,The Haunted Island  a Frog Detective Game,0.9545454545454546
962400,Granny,0.8918918918918919
962470,PaPaPub,0.6923076923076923
961640,The Tower of Five Hearts,1.0
961660,Nowhere Patrol,0.9583333333333334
960190,Maytroid. I swear it's a nice game too,0.8947368421052632
958420,The Lezbian Prison,0.55
958480,Seed of the Dead,0.8416666666666667
957790,WAR DUST,0.7995337995337995
957720,Strategic Command WWII: World at War,0.8125
957440,Swords and Sandals Pirates,0.8181818181818182
994280,      Gujian3 ,0.8469387755102041
993970,Thick Light 3,1.0
994020,Tempest of the Heavens and Earth,0.8333333333333334
987770,Singularity 5,0.9166666666666666
987850,2084,0.6666666666666666
987190,The Aether: Life as a God,0.75
987020,D.R.O.N.E. The Game,0.8928571428571429
984720,Hentai Summer,0.8666666666666667
985040,NPCs,0.9166666666666666
984560,HEARTBEAT,0.9770114942528736
983560,Trap Furry Puzzle,0.5384615384615384
982440,Slightly Heroes,0.875
982540,Hyss,1.0
981800,Hentai University 2: Biology course,0.75
981160,Woman's body,0.9
981260,Love In Drawing,0.8148148148148148
981300,PUSSY,0.8125
981410,Oppai Girl,0.75
979600,Kaori After Story,0.9893048128342246
979010,Ultimate Desktop Character Engine,0.7777777777777778
979090,Stunt Simulator Multiplayer,0.8
977950,A Dance of Fire and Ice,0.9705882352941176
978250,Matter,0.8
977570,The Experiment: Escape Room,0.6470588235294118
977810,THE ENIGMA MACHINE,0.9444444444444444
976780,NeonCode,0.875
976120,WARPZONE DRIFTER,0.8928571428571429
976340,You Can Not  Survive,0.8
975410,VESTIGE,0.8181818181818182
975020,The Spirit Master of Retarnia  Conqueror of the Labyrinth ,0.625
975240,Hentai Shooter 3D: Christmas Party,0.8148148148148148
973240,Hentai And Your Life,0.75
972740,KOBOLD: Chapter I,0.7647058823529411
735350,Bottle: Pilgrim,0.6756756756756757
735450,Ninja Way,0.7
735500,Creepy Road,0.5333333333333333
735580,11 11 Memories Retold,0.9696969696969697
735600,BANZAI ROYALE,0.95
734920,MEANDERS,0.9587628865979382
734980,Prosperity,0.9411764705882353
735280,EMERGENCY 20,0.6891891891891891
734510,Worshippers,0.7241379310344828
734700,The Lost Gardens,0.9375
734730,Ancient Frontier: Steel Shadows,0.75
734120,Bonbon,0.7586206896551724
733740,Sakura Cupid,0.96875
733800,Frosty Nights,0.8095238095238095
733990,I Can't Believe It's Not Gambling GOTY Edition,0.9368556701030928
734020,Legendary DXP,0.5333333333333333
733300,My Big Sister,0.927536231884058
733340,Hakuoki: Edo Blossoms,0.9047619047619048
732810,Slipstream,0.9488188976377953
732870,Goro 2,0.6666666666666666
733050,Lines Infinite,0.918918918918919
733070,Sudoku Universe,0.8205128205128205
733090,Mustache Politics Shooter,0.6923076923076923
732240,Spacebourne,0.7526881720430108
732370,Juicy Realm,0.68
732430,Superflight,0.9737436476566911
732520,Hinterhalt,0.7058823529411765
731720,DOOMED,0.6428571428571429
731880,Remaya Idle,0.5
731940,Bars and Balance,0.6842105263157895
731320,Speebot,0.9166666666666666
731420,Roguebreaker,0.9230769230769231
731560,Boinks,0.9259259259259259
731590,Midnight Ultra,0.6226415094339622
731600,Heckpoint,1.0
730920,Super Skelemania,0.9393939393939394
730950,STICKMAN BLAST,0.8333333333333334
730620,Hammer 2,0.6538461538461539
730820,The Curse of Monkey Island,0.9722222222222222
730830,Escape from Monkey Island ,0.7931034482758621
730840,Burger Shop,1.0
730870,Burger Shop 2,0.9375
730300,Super Star Panda,1.0
729660,Blackout Z: Slaughterhouse Edition,0.9473684210526315
729670,Wanderlust,0.5
729720,Zomborg,0.5882352941176471
730030,Ultimate Spinner Simulator   Unstress Yourself,0.6153846153846154
